rank,name,platform,year,genre,publisher,na_sales_m,eu_sales_m,jp_sales_m,other_sales_m,global_sales_m
11468,Super Robot Taisen Z Special Disc,PS2,2009,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
11469,Slayers Royal 2,SAT,1998,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08
11470,Family Game Night 4: The Game Show,X360,2011,Misc,Electronic Arts,0.07,0.0,0.0,0.01,0.08
11471,Resident Evil 3: Nemesis,GC,2003,Action,Capcom,0.06,0.02,0.0,0.0,0.08
11472,All-Star Baseball 2004,GC,2003,Sports,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08
11473,Madden NFL 08,GC,2007,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08
11474,Ro-Kyu-Bu!,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08
11475,Frogger Beyond,XB,2002,Platform,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08
11476,Man vs. Wild,Wii,2011,Action,Crave Entertainment,0.07,0.0,0.0,0.0,0.08
11477,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08
11478,Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08
11479,"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08
11480,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08
11481,Pro Yakyuu Famista DS 2010,DS,2010,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
11482,Captain Tsubasa,PS2,2006,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
11483,Pitfall: The Lost Expedition,GC,2004,Platform,Activision,0.06,0.02,0.0,0.0,0.08
11484,Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,0.0,0.06,0.0,0.01,0.08
11485,No One Can Stop Mr. Domino!,PS,1998,Misc,JVC,0.04,0.03,0.0,0.0,0.08
11486,Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08
11487,GT Advance 3: Pro Concept Racing,GBA,2002,Racing,THQ,0.05,0.02,0.0,0.0,0.08
11488,PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,D3Publisher,0.07,0.0,0.0,0.01,0.08
11489,Duke Nukem: Land of the Babes,PS,2000,Shooter,Atari,0.04,0.03,0.0,0.0,0.08
11490,Majin Tensei,SNES,1994,Role-Playing,Atlus,0.0,0.0,0.08,0.0,0.08
11491,Dragon Force II: Kamisarishi Daichi ni,SAT,1998,Strategy,Sega,0.0,0.0,0.08,0.0,0.08
11492,Pac-Man World 3,PSP,2005,Platform,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08
11493,Monkey Hero,PS,1998,Action,Take-Two Interactive,0.04,0.03,0.0,0.0,0.08
11494,Tokyo Beat Down,DS,2008,Action,Success,0.07,0.0,0.0,0.01,0.08
11495,Krazy Ivan,PS,1995,Simulation,Psygnosis,0.04,0.03,0.0,0.0,0.08
11496,Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08
11497,Quo Vadis,SAT,1995,Strategy,Glams,0.0,0.0,0.08,0.0,0.08
11498,The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,0.01,0.06,0.0,0.01,0.08
11499,The Legend of Kage 2,DS,2008,Action,Square Enix,0.07,0.0,0.0,0.0,0.08
11500,Fate/Tiger Colosseum,PSP,2007,Fighting,Capcom,0.0,0.0,0.08,0.0,0.08
11501,World Party Games,Wii,2009,Misc,505 Games,0.07,0.0,0.0,0.01,0.08
11502,Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
11503,Open Season,PSP,2006,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.08
11504,Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,Natsume,0.07,0.0,0.0,0.01,0.08
11505,Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft,0.01,0.05,0.0,0.02,0.08
11506,Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,Reef Entertainment,0.07,0.0,0.0,0.01,0.08
11507,Dragon Ball Z: The Legacy of Goku I & II,GBA,2005,Role-Playing,Atari,0.05,0.02,0.0,0.0,0.08
11508,R: Racing Evolution,GC,2003,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08
11509,Crayola: Colorful Journey,Wii,2009,Misc,Crave Entertainment,0.07,0.0,0.0,0.01,0.08
11510,Storybook Workshop,Wii,2009,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08
11511,World Tour Soccer 06,PSP,2006,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08
11512,Stella Deus: The Gate of Eternity,PS2,2004,Strategy,505 Games,0.04,0.03,0.0,0.01,0.08
11513,Vietcong: Purple Haze,XB,2004,Shooter,Gathering of Developers,0.06,0.02,0.0,0.0,0.08
11514,Conflict: Desert Storm,GC,2003,Shooter,SCi,0.06,0.02,0.0,0.0,0.08
11515,One Piece: Gear Spirit,DS,2007,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
11516,Tales of Fandom Vol.2,PS2,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
11517,Titanic Mystery,DS,2010,Puzzle,PlayV,0.05,0.02,0.0,0.01,0.08
11518,Minna no Joushiki Ryoku TV,Wii,2008,Misc,Nintendo,0.0,0.0,0.08,0.0,0.08
11519,P.T.O. IV: Pacific Theater of Operations,PS2,2002,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.08
11520,WipEout HD Fury,PS3,2009,Racing,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08
11521,Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,Compile Heart,0.0,0.0,0.08,0.0,0.08
11522,Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08
11523,Tears to Tiara: Garland of the Earth,PS3,2008,Strategy,Aqua Plus,0.0,0.0,0.08,0.0,0.08
11524,Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.05,0.01,0.0,0.01,0.08
11525,Mind Quiz: Your Brain Coach,DS,2006,Misc,Ubisoft,0.0,0.0,0.08,0.0,0.08
11526,WRC 2: FIA World Rally Championship,X360,2011,Racing,Ubisoft,0.0,0.06,0.0,0.01,0.08
11527,The Hustle: Detroit Streets,PSP,2005,Sports,Deep Silver,0.07,0.0,0.0,0.01,0.08
11528,Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004,Platform,Global Star,0.05,0.02,0.0,0.0,0.08
11529,Far Cry Instincts Evolution,XB,2006,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08
11530,Pinball Hall of Fame: The Gottlieb Collection,XB,2004,Misc,Crave Entertainment,0.06,0.02,0.0,0.0,0.08
11531,Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08
11532,WRC 5: FIA World Rally Championship,PSV,2015,Sports,Bigben Interactive,0.0,0.06,0.0,0.02,0.08
11533,Winter Sports 2011,Wii,2011,Sports,DTP Entertainment,0.0,0.06,0.0,0.01,0.08
11534,Medal of Honor: Underground,GBA,2002,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.08
11535,Baroque,Wii,2008,Role-Playing,Rising Star Games,0.07,0.0,0.0,0.0,0.08
11536,Super Football,2600,1987,Sports,Atari,0.07,0.0,0.0,0.0,0.08
11537,The Idolmaster: Gravure For You! Vol. 3,PS3,2011,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
11538,Learn Geography,DS,2009,Misc,DreamCatcher Interactive,0.07,0.0,0.0,0.01,0.08
11539,Divinity II: Ego Draconis,PC,2009,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.08
11540,Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0.0,0.03,0.04,0.0,0.08
11541,Scooby-Doo! Unmasked,XB,2005,Platform,THQ,0.06,0.02,0.0,0.0,0.08
11542,Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08
11543,SCORE International Baja 1000: The Official Game,PS3,2008,Racing,Activision,0.07,0.0,0.0,0.01,0.08
11544,Driven,GC,2002,Racing,BAM! Entertainment,0.06,0.02,0.0,0.0,0.08
11545,Dynasty Warriors 3,XB,2002,Action,THQ,0.06,0.02,0.0,0.0,0.08
11546,My Fun Facts Coach,DS,2008,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08
11547,Superman Returns,DS,2006,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.08
11548,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
11549,Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012,Action,Alchemist,0.0,0.0,0.08,0.0,0.08
11550,Kung Fu Panda: Legendary Warriors,Wii,2008,Action,Activision,0.07,0.0,0.0,0.0,0.08
11551,MTV Music Generator 3: This Is the Remix,XB,2004,Misc,Codemasters,0.06,0.02,0.0,0.0,0.08
11552,Fairy Tail: Portable Guild 2,PSP,2011,Fighting,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
11553,Yoru no Nai Kuni,PS4,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
11554,Backyard NBA Basketball,DS,2007,Sports,Atari,0.07,0.0,0.0,0.01,0.07
11555,Wizardry: Llylgamyn Saga,PS,1998,Role-Playing,Locus,0.0,0.0,0.07,0.0,0.07
11556,Party Pigs: Farmyard Games,Wii,2009,Misc,Data Design Interactive,0.07,0.0,0.0,0.0,0.07
11557,Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008,Fighting,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11558,Gale Racer,SAT,1994,Racing,Sega,0.0,0.0,0.07,0.0,0.07
11559,In The Groove,PS2,2005,Misc,RedOctane,0.04,0.03,0.0,0.01,0.07
11560,Myst,PS,1995,Adventure,Psygnosis,0.0,0.0,0.07,0.0,0.07
11561,Beat City,DS,2010,Misc,THQ,0.07,0.0,0.0,0.01,0.07
11562,Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.06,0.0,0.0,0.01,0.07
11563,AKB1/149: Love Election,PSV,2012,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11564,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008,Fighting,Takara Tomy,0.0,0.0,0.07,0.0,0.07
11565,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
11566,Torchlight,PC,2009,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.02,0.07
11567,Winter Sports 2: The Next Challenge,X360,2008,Sports,RTL,0.06,0.01,0.0,0.01,0.07
11568,Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,Taito,0.04,0.03,0.0,0.01,0.07
11569,Super Baseball,2600,1987,Sports,Atari,0.07,0.0,0.0,0.0,0.07
11570,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11571,Formula One World Championship: Beyond the Limit,SCD,1994,Racing,Sega,0.0,0.0,0.07,0.0,0.07
11572,Hakuouki DS,DS,2010,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07
11573,Buster Bros. Collection,PS,1997,Puzzle,Capcom,0.04,0.03,0.0,0.0,0.07
11574,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006,Misc,Sega,0.0,0.0,0.07,0.0,0.07
11575,Futurama,PS2,2003,Platform,SCi,0.04,0.03,0.0,0.01,0.07
11576,Medabots 8,3DS,2014,Role-Playing,Rocket Company,0.0,0.0,0.07,0.0,0.07
11577,The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0.0,0.0,0.01,0.07
11578,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004,Platform,Nintendo,0.0,0.0,0.07,0.0,0.07
11579,Rayman 3: Hoodlum Havoc,XB,2003,Platform,Ubisoft,0.06,0.02,0.0,0.0,0.07
11580,Again,DS,2009,Adventure,Ackkstudios,0.07,0.0,0.0,0.0,0.07
11581,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.07
11582,Zumba Fitness Core,Wii,2012,Misc,505 Games,0.0,0.07,0.0,0.01,0.07
11583,Yoru no Nai Kuni,PSV,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
11584,Generator Rex: Agent of Providence,PS3,2011,Action,Activision,0.05,0.01,0.0,0.01,0.07
11585,Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.07
11586,Super Ghouls 'n Ghosts,GBA,2002,Platform,Capcom,0.05,0.02,0.0,0.0,0.07
11587,Boxing,PS,2000,Fighting,Midas Interactive Entertainment,0.04,0.03,0.0,0.0,0.07
11588,NHL Open Ice,PS,1996,Sports,Midway Games,0.04,0.03,0.0,0.0,0.07
11589,Jewel Link Chronicles: Legend of Athena,DS,2011,Puzzle,GSP,0.0,0.06,0.0,0.01,0.07
11590,Gundam Battle Tactics,PSP,2005,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11591,Touch Detective: Nameko Shigeru,3DS,2013,Adventure,Success,0.0,0.0,0.07,0.0,0.07
11592,Aikatsu! My No.1 Stage!,3DS,2015,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11593,Sky Gunner,PS2,2001,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.07
11594,Santa Claus Is Comin' to Town!,DS,2011,Puzzle,Crave Entertainment,0.07,0.0,0.0,0.01,0.07
11595,And1 Streetball,XB,2006,Action,Ubisoft,0.06,0.02,0.0,0.0,0.07
11596,Gladius,GC,2003,Strategy,Activision,0.06,0.01,0.0,0.0,0.07
11597,Adventure Time: Finn & Jake Investigations,3DS,2015,Action,Little Orbit,0.02,0.05,0.0,0.01,0.07
11598,Kenka Banchou 6: Soul & Blood,3DS,2015,Fighting,Screenlife,0.0,0.0,0.07,0.0,0.07
11599,Jewel Time Deluxe,DS,2011,Puzzle,O-Games,0.04,0.03,0.0,0.01,0.07
11600,Picture Perfect Hair Salon,DS,2009,Simulation,505 Games,0.07,0.0,0.0,0.01,0.07
11601,Warriors Orochi 3,PSV,2013,Action,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
11602,PhotoKano,PSV,2013,Adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07
11603,Real Sound: Kaze no Riguretto,SAT,1997,Adventure,Warp,0.0,0.0,0.07,0.0,0.07
11604,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013,Sports,Sega,0.0,0.0,0.07,0.0,0.07
11605,Summon Night 4,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11606,Record of Agarest War,PS3,2007,Role-Playing,Ghostlight,0.0,0.03,0.03,0.01,0.07
11607,Overlord: Minions,DS,2009,Puzzle,Codemasters,0.07,0.0,0.0,0.01,0.07
11608,The Rub Rabbits!,DS,2005,Puzzle,Sega,0.03,0.0,0.04,0.0,0.07
11609,Margot's Word Brain,DS,2008,Puzzle,Zoo Games,0.07,0.0,0.0,0.01,0.07
11610,Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07
11611,The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0.0,0.0,0.01,0.07
11612,Winx Club,GBA,2005,Shooter,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07
11613,Classic Road,PS,1995,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07
11614,Hero Bank,3DS,2014,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07
11615,The Idolm@ster: Live for You!,X360,2008,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11616,Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012,Adventure,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11617,Mega Man Xtreme,GB,2000,Platform,Capcom,0.0,0.0,0.07,0.0,0.07
11618,ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.07,0.0,0.0,0.01,0.07
11619,SimCity 4: Deluxe Edition,PC,2003,Simulation,Electronic Arts,0.0,0.06,0.0,0.01,0.07
11620,Bomberman Max 2: Red Advance,GBA,2002,Puzzle,Vivendi Games,0.05,0.02,0.0,0.0,0.07
11621,Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0.0,0.01,0.07
11622,Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.04,0.0,0.01,0.07
11623,CSI: Dark Motives,DS,2007,Adventure,Ubisoft,0.05,0.01,0.0,0.01,0.07
11624,Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.01,0.05,0.0,0.01,0.07
11625,Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07
11626,Godai: Elemental Force,PS2,2002,Action,3DO,0.04,0.03,0.0,0.01,0.07
11627,OK! Puzzle Stars,DS,2010,Puzzle,Ubisoft,0.0,0.06,0.0,0.01,0.07
11628,Still Life,XB,2005,Adventure,Microids,0.05,0.02,0.0,0.0,0.07
11629,Big Mutha Truckers 2,XB,2005,Racing,Empire Interactive,0.05,0.02,0.0,0.0,0.07
11630,Hang On GP,SAT,1995,Racing,Sega,0.0,0.0,0.07,0.0,0.07
11631,Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0.0,0.06,0.0,0.01,0.07
11632,Uprising X,PS,1998,Action,3DO,0.04,0.03,0.0,0.0,0.07
11633,SpongeBob's Truth or Square,X360,2009,Action,THQ,0.03,0.04,0.0,0.0,0.07
11634,Mega Man Xtreme 2,GB,2001,Platform,Capcom,0.0,0.0,0.07,0.0,0.07
11635,I-Ninja,XB,2003,Platform,Namco Bandai Games,0.05,0.02,0.0,0.0,0.07
11636,Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07
11637,Sigma Harmonics,DS,2008,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07
11638,Kessen III,PS2,2004,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.07
11639,Harlem Globetrotters: World Tour,DS,2006,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.07
11640,Summon Night,DS,2008,Role-Playing,Banpresto,0.0,0.0,0.07,0.0,0.07
11641,The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07
11642,Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.04,0.03,0.0,0.01,0.07
11643,You Don't Know Jack,DS,2011,Misc,THQ,0.07,0.0,0.0,0.01,0.07
11644,Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07
11645,Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,Crave Entertainment,0.07,0.0,0.0,0.0,0.07
11646,Wrath Unleashed,PS2,2004,Strategy,LucasArts,0.04,0.03,0.0,0.01,0.07
11647,Beyond Good & Evil,GC,2003,Adventure,Ubisoft,0.06,0.01,0.0,0.0,0.07
11648,Pong / Asteroids / Yars' Revenge,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07
11649,Commandos 2: Men of Courage,XB,2002,Strategy,Eidos Interactive,0.05,0.02,0.0,0.0,0.07
11650,NOëL: La Neige,PS,1998,Adventure,Pioneer LDC,0.0,0.0,0.07,0.0,0.07
11651,Busou Shinki: Battle Masters,PSP,2010,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11652,Roll Away,PS,1998,Puzzle,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
11653,Derby Jockey: Kishou e no Michi,SNES,1994,Sports,Asmik Corp,0.0,0.0,0.07,0.0,0.07
11654,Harukanaru Toki no Naka de 4,PS2,2008,Adventure,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
11655,Maximum Chase,XB,2002,Racing,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07
11656,Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07
11657,Winning Post 7 2012,PS3,2012,Sports,Ackkstudios,0.0,0.0,0.07,0.0,0.07
11658,Spot Goes to Hollywood,PS,1996,Platform,Virgin Interactive,0.04,0.03,0.0,0.0,0.07
11659,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.04,0.02,0.0,0.01,0.07
11660,G Darius,PS,1997,Shooter,THQ,0.04,0.03,0.0,0.0,0.07
11661,Utawarerumono: Itsuwari no Kamen,PSV,2015,Adventure,Aqua Plus,0.0,0.0,0.07,0.0,0.07
11662,The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0.0,0.01,0.07
11663,Mucha Lucha! Mascaritas of the Lost Code,GBA,2003,Fighting,Ubisoft,0.05,0.02,0.0,0.0,0.07
11664,Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07
11665,Roogoo Attack!,DS,2009,Puzzle,SouthPeak Games,0.07,0.0,0.0,0.0,0.07
11666,Disney's Planes,3DS,2013,Simulation,Disney Interactive Studios,0.04,0.03,0.0,0.01,0.07
11667,Rugby League 3,Wii,2010,Sports,Alternative Software,0.0,0.06,0.0,0.01,0.07
11668,SD Gundam: Gashapon Wars,GC,2005,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11669,Alvin and the Chipmunks,PS2,2007,Misc,Brash Entertainment,0.04,0.03,0.0,0.01,0.07
11670,Backyard Hockey,DS,2007,Sports,Atari,0.07,0.0,0.0,0.01,0.07
11671,River King: Mystic Valley (US sales),DS,2007,Sports,Rising Star Games,0.07,0.0,0.0,0.0,0.07
11672,Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
11673,Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11674,Lupin Sansei: Shijou Saidai no Zunousen,DS,2010,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11675,Blood Drive,PS3,2010,Racing,Activision,0.07,0.0,0.0,0.0,0.07
11676,Model * Oshare Audition: Dream Girl,3DS,2013,Misc,Alchemist,0.0,0.0,0.07,0.0,0.07
11677,Let's Paint,Wii,2010,Simulation,Zoo Games,0.07,0.0,0.0,0.0,0.07
11678,Squishy Tank,DS,2010,Puzzle,Natsume,0.07,0.0,0.0,0.0,0.07
11679,Discovery Kids: Parrot Pals,DS,2009,Simulation,505 Games,0.07,0.0,0.0,0.0,0.07
11680,Let's Ride! Friends Forever,DS,2008,Adventure,THQ,0.07,0.0,0.0,0.0,0.07
11681,Archer Maclean's 3D Pool,GBA,2003,Misc,Crave Entertainment,0.05,0.02,0.0,0.0,0.07
11682,Tak: The Great Juju Challenge,XB,2005,Platform,THQ,0.05,0.02,0.0,0.0,0.07
11683,Just Dance: Disney Party 2,X360,2015,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07
11684,TMNT: Mutant Melee,GC,2005,Fighting,Konami Digital Entertainment,0.06,0.01,0.0,0.0,0.07
11685,Pro Farm 1,PC,2011,Simulation,Excalibur Publishing,0.0,0.06,0.0,0.01,0.07
11686,Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07
11687,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11688,Goosebumps HorrorLand,PS2,2008,Adventure,Scholastic Inc.,0.04,0.03,0.0,0.01,0.07
11689,Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0.0,0.06,0.0,0.01,0.07
11690,Exhibition Volume 4,XB,2003,Misc,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07
11691,Petz Fantasy 3D,3DS,2011,Simulation,Ubisoft,0.07,0.0,0.0,0.0,0.07
11692,Viewpoint,PS,1995,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07
11693,Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,2008,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11694,Disney's Donald Duck Advance,GBA,2001,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.07
11695,Dark Souls,PC,2012,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07
11696,Stacked with Daniel Negreanu,PS2,2006,Misc,Myelin Media,0.04,0.03,0.0,0.01,0.07
11697,Hakuouki: Yuugi Roku,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07
11698,Circus Maximus: Chariot Wars,XB,2002,Racing,THQ,0.05,0.02,0.0,0.0,0.07
11699,Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.07,0.0,0.0,0.0,0.07
11700,Kenyuu Densetsu Yaiba,SNES,1994,Action,Banpresto,0.0,0.0,0.07,0.0,0.07
11701,SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,0.06,0.0,0.0,0.01,0.07
11702,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,2009,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11703,Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.05,0.01,0.0,0.01,0.07
11704,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11705,Elements of Destruction,DS,2007,Strategy,THQ,0.07,0.0,0.0,0.01,0.07
11706,Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.04,0.03,0.0,0.01,0.07
11707,Speed,Wii,2010,Racing,Unknown,0.04,0.02,0.0,0.01,0.07
11708,Eiken DS,DS,2007,Misc,Rocket Company,0.0,0.0,0.07,0.0,0.07
11709,Game Center CX: Arino no Chousenjou 2,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11710,Tom Clancy's Ghost Recon 2,GC,2005,Shooter,Ubisoft,0.06,0.01,0.0,0.0,0.07
11711,E.X. Troopers,3DS,2012,Shooter,Capcom,0.0,0.0,0.07,0.0,0.07
11712,Robocalypse,DS,2008,Strategy,Tecmo Koei,0.07,0.0,0.0,0.0,0.07
11713,Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,0.02,0.0,0.05,0.0,0.07
11714,Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.02,0.04,0.01,0.07
11715,J Legend Retsuden,3DS,2013,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
